,ID,TOPONYME,geometry
59,BDCAEROD0000000017183347,glacier lombard,"POLYGON ((6.319505199910355 45.1085768618461, 6.319516603474744 45.10909020423576, 6.319761613134149 45.10914418732344, 6.3206511059582136 45.1091212915834, 6.32078921074361 45.10857555687928, 6.319505199910355 45.1085768618461))"
60,BDCAEROD0000000017183443,aérodrome de salon-eyguières,"POLYGON ((5.0195841735402995 43.65128338220255, 5.005381039340791 43.651787504516534, 5.000814980832282 43.651949034437855, 5.0004816606456215 43.651988470953896, 5.000434742368105 43.65199383463202, 5.000900720988158 43.65458290668029, 5.002523106482734 43.66362143957326, 5.009005265135418 43.66369540042385, 5.009648685326871 43.66358720179571, 5.018002919455831 43.66217775942084, 5.019470719275054 43.657317002301575, 5.020039175240754 43.655436050261855, 5.0195841735402995 43.65128338220255))"
61,BDCAEROD0000000017183442,aérodrome du mazet de romanin,"POLYGON ((4.898234544158191 43.76421223545937, 4.897197119053447 43.7646137603144, 4.895927385400765 43.764526951899875, 4.895451215260549 43.764699960568436, 4.894891032270952 43.7654865113598, 4.893049547368988 43.766213421609685, 4.893571600372931 43.77369338154275, 4.890415883677395 43.777211869157576, 4.8913209290422435 43.77775784259095, 4.894073361008034 43.77740488683164, 4.89533957939477 43.77711462963345, 4.898562703868734 43.77537437302992, 4.894899462990446 43.7723039033798, 4.894654159953941 43.77153586180851, 4.895059081585543 43.76977267535293, 4.8960911540730345 43.76815699705283, 4.89744877387491 43.7668839875541, 4.899377012687271 43.76645163015865, 4.898234544158191 43.76421223545937))"
62,BDCAEROD0000000017183438,aérodrome d'aix-les milles,"POLYGON ((5.36445169862451 43.49919230528453, 5.363948658068545 43.502533659094254, 5.36231838832571 43.5018599018426, 5.36177433417976 43.501830347235746, 5.3592777551841335 43.50345627251222, 5.357872858374987 43.505411250965004, 5.356407766656171 43.50761954949158, 5.358312921770748 43.50929374383475, 5.359154897488598 43.510493279500125, 5.360813781013808 43.511948665982715, 5.361252066973637 43.51346481366016, 5.361703257780191 43.51427139204777, 5.363280221010752 43.51418213751645, 5.364783335758581 43.513861340726905, 5.364914942629001 43.51309247525573, 5.364685284378337 43.51202004806184, 5.366028674363695 43.510795402578786, 5.367368999389439 43.5099479538395, 5.369290136321737 43.508671050038416, 5.370427423701279 43.508449974973225, 5.370832197590025 43.505821804848665, 5.371556869690964 43.50552242574577, 5.372665805105619 43.50545496490902, 5.3732966914914755 43.504771478447935, 5.3733696375075155 43.503573636143464, 5.374083799516148 43.50167407603097, 5.373991916241698 43.500407835371455, 5.373610619936745 43.49997782978442, 5.3734064476371 43.4991659017403, 5.36445169862451 43.49919230528453))"
63,BDCAEROD0000000237158323,aérodrome militaire de saint-christol,"POLYGON ((5.474956945588339 44.061278859714065, 5.474883188024043 44.06512551342131, 5.481246889963814 44.068297892179366, 5.4842105881550305 44.06755532999033, 5.487405994901625 44.06734410285021, 5.491692625568222 44.067098046149205, 5.4944693934088855 44.06648282161826, 5.496862120737909 44.06559803866075, 5.498975838938064 44.064816822800466, 5.502170898919068 44.063692986727304, 5.50379986705731 44.062597682684256, 5.5049032274774445 44.06088224884543, 5.505828809275718 44.05878907282902, 5.50588082641065 44.05716252703705, 5.506577844230414 44.05489988770631, 5.506883224868944 44.05347014788876, 5.507131359901415 44.05235688426834, 5.505114406365053 44.04970615991113, 5.503258074571555 44.04871669749503, 5.5006723432845765 44.0476052025517, 5.498846846174179 44.04705889477183, 5.496007677002831 44.04611426400068, 5.495117077088221 44.04581850985418, 5.49227241232378 44.044945047498885, 5.489329959757206 44.04905689466953, 5.48603231069472 44.052764318332486, 5.4814428112131806 44.05663600437168, 5.476920404121029 44.05985403793214, 5.475429553511464 44.060976423026716, 5.474956945588339 44.061278859714065))"
0,BDCAEROD0000000017183492,aérodrome d'itxassou,"POLYGON ((-1.427963231775459 43.33414448894155, -1.43045132906141 43.33600129851517, -1.429624395868332 43.337478614824256, -1.4277631393731627 43.33674308288258, -1.42100834429264 43.337671961918176, -1.4188902440547453 43.33957141105641, -1.4175383224591998 43.33906986112322, -1.4182285912211976 43.33793070640532, -1.4187864607462306 43.33611219955958, -1.4245672175548576 43.33572970496828, -1.427963231775459 43.33414448894155))"
1,BDCAEROD0000000017183491,aérodrome d'oloron-herrère,"POLYGON ((-0.5672934197068312 43.1611156891952, -0.5684090898788139 43.1625508932004, -0.5600429997533217 43.16471022031008, -0.5603493318476113 43.16517010410409, -0.5597116769347269 43.16568097178006, -0.5583128234574234 43.166195354736125, -0.5570279909202605 43.16628457696534, -0.5556958836169671 43.16618536218393, -0.5546358744495155 43.16463114554056, -0.5672934197068312 43.1611156891952))"
2,BDCAEROD0000000017183466,aeropuerto de san sebastian,"POLYGON ((-1.7969688798040777 43.35015588972821, -1.7975514272027835 43.35019582244651, -1.798421436436115 43.35097284110736, -1.793826753860505 43.35479351892923, -1.7945699600854423 43.35587181147432, -1.7930653288965361 43.35689208673221, -1.792114730148452 43.35704599516123, -1.7904961026398603 43.36009552789053, -1.7899256920243243 43.360054113560004, -1.7905295871997362 43.358672748427125, -1.7901922083900395 43.35809196534337, -1.7850102654706332 43.36287017009966, -1.7838470975359784 43.36281620653191, -1.7830850170973036 43.36234161904659, -1.7928211591478183 43.3535006427621, -1.7935666659217908 43.35187865295106, -1.7936551468049065 43.351398861918035, -1.7939774911434752 43.35090959838633, -1.795080898287133 43.35047130079029, -1.7969688798040777 43.35015588972821))"
3,BDCAEROD0000000017183405,aérodrome de biscarrosse-parentis,"POLYGON ((-1.1314794248545077 44.35604422829149, -1.1345593988811846 44.35632867670928, -1.1377310902914268 44.35676733296655, -1.1400492171009815 44.357748231562745, -1.1429069708484842 44.358805204682405, -1.141215591856688 44.36204724912422, -1.146415219985569 44.36615010749464, -1.1508317166550999 44.36607634600975, -1.1509383642695625 44.36926060004606, -1.1421089191031406 44.369223014163765, -1.1414295713732694 44.36988228406185, -1.144794205505597 44.37241197698854, -1.1465469095837404 44.373761122536884, -1.1436827361198114 44.375751200337334, -1.1396462765081967 44.37317914638342, -1.1373968549359241 44.37166830439664, -1.1358802173915392 44.373373107089634, -1.132455210084228 44.371887438256785, -1.1285291803069886 44.36973271439032, -1.1165881090253238 44.37015777534054, -1.116611335638576 44.36614122483133, -1.1211879815770862 44.365868860606255, -1.123332856033027 44.36414342587811, -1.1259001495561085 44.361957712394705, -1.1219738480774053 44.35959639242055, -1.1241310941706397 44.35806156780832, -1.1277137483806585 44.36068990071029, -1.1317973247772075 44.358265030806834, -1.1314794248545077 44.35604422829149))"
4,BDCAEROD0000000017183467,aéroport de biarritz-bayonne-anglet,"POLYGON ((-1.5256693128187846 43.46431799078824, -1.5264932347409765 43.46481974293932, -1.529602825572514 43.46495105498837, -1.5313121295624923 43.464646143565545, -1.533445674605652 43.46460640976031, -1.5383903489365387 43.46683965049267, -1.5400460271936847 43.46701446779637, -1.5353519640430806 43.47178097358769, -1.5333141375010266 43.471422016425684, -1.5338426414557713 43.472662428602014, -1.5332436043834043 43.473476025667104, -1.5324211839016733 43.47319954298337, -1.5322794835876068 43.473834487699456, -1.5315055686579084 43.47426698904924, -1.5307862190435875 43.474418741301896, -1.5315623908517515 43.4725559992392, -1.5269614035252739 43.46991335393698, -1.5232656462969696 43.47007228017845, -1.5231930224158798 43.470831386148376, -1.521842188279906 43.470222739934876, -1.5215290608742156 43.47088194400476, -1.5203808098056533 43.470536070694216, -1.520192999538018 43.4697689142638, -1.5095376348452627 43.470041900093705, -1.5084129585689197 43.47059426961171, -1.5067420917528942 43.4697996103688, -1.5061270851786572 43.467274954874235, -1.5104953375040648 43.46572426155881, -1.51481267459537 43.46674018184118, -1.5152048158741758 43.46633002944032, -1.5223538708336906 43.4666318894211, -1.5228702549259978 43.46605611272372, -1.5233592778311 43.46670434591394, -1.5252641194130878 43.46619491287749, -1.5251292102570144 43.464733465927154, -1.5256693128187846 43.46431799078824))"
5,BDCAEROD0000000017183465,aérodrome de dax-seyresse,"POLYGON ((-1.0735925861761906 43.68616029964705, -1.0742137518015227 43.68628749206762, -1.0735335367756553 43.688017703131756, -1.0730076662483994 43.68947452636474, -1.0721049749220244 43.68977143683724, -1.0699150252391378 43.690230963456465, -1.0681975363738991 43.69057725982871, -1.0649324160142961 43.69126702281024, -1.0636884100540105 43.69154959110044, -1.0630336679133632 43.69086226133922, -1.0626207698455283 43.690240675765075, -1.0658871617588521 43.68955183492695, -1.0668153110690022 43.68854672996993, -1.0674298569939271 43.687427208083996, -1.0678193667966653 43.68651342467517, -1.0711154673072703 43.68577465196588, -1.072539377103017 43.68563211980715, -1.072701896167827 43.68606662751497, -1.0735925861761906 43.68616029964705))"
6,BDCAEROD0000000017183464,aérodrome d'aire-sur-l'adour,"POLYGON ((-0.2410576561951129 43.70514196364729, -0.246226551076157 43.70513553870513, -0.2462501419411004 43.705639164364776, -0.2479306531118892 43.706354504833655, -0.2476691357250658 43.70660276987582, -0.2504309018141251 43.70733802374098, -0.2524289062425704 43.708198714071344, -0.2539567830009064 43.70827910846677, -0.2557654536387931 43.709323721346955, -0.2492572693372051 43.71345478834848, -0.2460624011302431 43.712990886272635, -0.244876008318118 43.71144573725729, -0.2469452709274833 43.710037616034654, -0.245359478380892 43.7095274667045, -0.2458256728699345 43.70885972997523, -0.2397197315445103 43.706792964776994, -0.2410576561951129 43.70514196364729))"
7,BDCAEROD0000000017183430,aérodrome de mimizan,"POLYGON ((-1.1736173378813706 44.14358107573723, -1.174930042318798 44.14599527372859, -1.173400902810821 44.14874488251916, -1.1701691697928962 44.147625012482536, -1.169704258422918 44.148197920440346, -1.1617627741135461 44.14892979153037, -1.1583986774898167 44.15254741480007, -1.1547873097591188 44.14568842561444, -1.1736173378813706 44.14358107573723))"
8,BDCAEROD0000000017183429,aérodrome robert faugère,"POLYGON ((-0.9547554241910923 43.91121038308567, -0.955878385510683 43.91194641010652, -0.9451839099518584 43.91915193715381, -0.9441772072029562 43.918438627943324, -0.9547554241910923 43.91121038308567))"
9,BDCAEROD0000000017183400,aérodrome de bordeaux-léognan-saucats,"POLYGON ((-0.6011200151309876 44.6919318811334, -0.602882738011735 44.69235032912373, -0.6019087232168406 44.69689266860339, -0.6018529084084819 44.69799488006408, -0.6007678070379128 44.70027064477193, -0.5999757807011282 44.701203050425036, -0.5994593625018002 44.70105132371629, -0.5973183224283724 44.705511719076945, -0.5958990805618948 44.705985031910515, -0.5937622193788714 44.70543261290516, -0.5935113598386226 44.701504225172286, -0.5930553330029361 44.69693453065214, -0.5904253866503647 44.69573748225876, -0.5907480523722016 44.694833903367325, -0.5997152694372364 44.693752106517564, -0.6011200151309876 44.6919318811334))"
10,BDCAEROD0000000017183403,aérodrome d'arcachon-la teste-de-buch,"POLYGON ((-1.1189567477488491 44.592826085582196, -1.1221869214220332 44.59248737185492, -1.1197039282773273 44.59702523631342, -1.1173010262071734 44.597552081572424, -1.1163982675914086 44.599115547112646, -1.1171273958403345 44.59935520026793, -1.1163250746487487 44.6008085458212, -1.1156125767122091 44.60022660699132, -1.1151916498066303 44.59990514267108, -1.1148330669809163 44.59945244259371, -1.114562885559401 44.598724201821575, -1.1144974848121094 44.597586272154764, -1.113579559641166 44.59738699152564, -1.1125562663981914 44.597490016107926, -1.1034008872406704 44.599424434143856, -1.103353032863049 44.597016585706314, -1.1170439389787858 44.593617709210484, -1.1189567477488491 44.592826085582196))"
11,BDCAEROD0000000017183402,aérodrome d'andernos-les-bains,"POLYGON ((-1.057428260544673 44.750228865637304, -1.0655783856896557 44.754923276555864, -1.0664441033845344 44.75417569362237, -1.0678815760933384 44.755018079764255, -1.0676732393824562 44.75560089150554, -1.0682866280882775 44.7558947822903, -1.0681723609974427 44.756011668449915, -1.0719730797663272 44.758212261426074, -1.070959375100174 44.75911768411591, -1.0569262733201221 44.75119653394868, -1.057428260544673 44.750228865637304))"
12,BDCAEROD0000000017183401,hydrobase de biscarrosse-parentis,"POLYGON ((-1.1821133237386072 44.34842581753216, -1.1815671480562127 44.377339944223294, -1.1648037434785588 44.363618168279004, -1.155029267612355 44.36023084902668, -1.1821133237386072 44.34842581753216))"
13,BDCAEROD0000000017183396,aérodrome de villeneuve-sur-lot,"POLYGON ((0.7631783645889927 44.39575323093256, 0.7623228115410026 44.39629868124076, 0.7614000515649697 44.396986844820574, 0.7612452204089473 44.39626506859782, 0.7603930247705891 44.39621711912317, 0.7603340811444785 44.39700839252961, 0.7598434312868632 44.39750451290922, 0.758822846202165 44.398092507323994, 0.7577151458612847 44.398247360941454, 0.7557755061037705 44.39850772322565, 0.7557865806532487 44.399020355737406, 0.7520681610648554 44.399631616843585, 0.7523115521657223 44.400777570831465, 0.7561281751099358 44.400257454404624, 0.75708267256759 44.40244810286879, 0.7580515076112476 44.40234445876535, 0.759437796544124 44.402103413814025, 0.7612768708983396 44.402292109803284, 0.762510733878867 44.40215689255858, 0.7640319218578148 44.402061716836464, 0.7650931582062641 44.401780680513596, 0.7663665912627202 44.40108789081383, 0.767148610834852 44.40049678985094, 0.7681251194744717 44.399655675151344, 0.766755297153577 44.3988453352827, 0.7659944984982335 44.398231045614054, 0.7659037780632917 44.39747455614166, 0.76581552272354 44.39659204191885, 0.7656798872112984 44.39605076966003, 0.765497616434694 44.39583184284558, 0.7646537671788031 44.395954296814594, 0.7640618289486837 44.396026927773285, 0.7634076414652706 44.39653054822485, 0.7631783645889927 44.39575323093256))"
14,BDCAEROD0000000017183375,aérodrome de lesparre-saint-laurent-médoc,"POLYGON ((-0.888938280508583 45.19299589803684, -0.8906689230125439 45.195178530952816, -0.8911592704122528 45.19593853749318, -0.8763863989729003 45.20118288918502, -0.8744502814989451 45.19787218511486, -0.888938280508583 45.19299589803684))"
15,BDCAEROD0000000017183374,aérodrome de bordeaux-yvrac,"POLYGON ((-0.4770103158823538 44.872677390609326, -0.4816683380193367 44.872927884801946, -0.4815752926643865 44.87361392599349, -0.4825313063882854 44.873742543811886, -0.4820222932467149 44.87569072532767, -0.4862164537001386 44.87652876593233, -0.4854988540821306 44.877851765009396, -0.482924061797291 44.87725217722386, -0.4824134302285378 44.87817392511913, -0.4807154051446801 44.87787481545828, -0.4805778750160264 44.87866138529744, -0.4771700526571608 44.87811842705242, -0.4770103158823538 44.872677390609326))"
16,BDCAEROD0000000063217946,aérodrome de peyrelevade,"POLYGON ((2.0305942439471996 45.71142688464174, 2.030760154243873 45.71142200766272, 2.0312765630769998 45.71041422516737, 2.033990709177247 45.7053755125608, 2.0336858390348778 45.70531616398382, 2.030377996076352 45.711370090674336, 2.0305942439471996 45.71142688464174))"
17,BDCAEROD0000000017183370,aérodrome de chalais,"POLYGON ((0.0128881135609757 45.26588297504184, 0.0123628166300495 45.26656546685643, 0.0197495138659055 45.26912258989397, 0.0200840967435338 45.26813942803798, 0.0128881135609757 45.26588297504184))"
18,BDCAEROD0000000017183340,aérodrome de jonzac-neulles,"POLYGON ((-0.4241919848807712 45.478640214159356, -0.4258529808861513 45.48064268815091, -0.4236574988954076 45.482542083422715, -0.4365744880243597 45.49283495985518, -0.435345909682434 45.493855922267635, -0.4225035952382088 45.48350654589001, -0.4207292500041248 45.4848828871804, -0.4193813910782334 45.48378201801948, -0.420548313628911 45.482799166266965, -0.4215972603536448 45.48150353964358, -0.4226044658350359 45.4801550968696, -0.4234099423369003 45.47937972545168, -0.4241919848807712 45.478640214159356))"
19,BDCAEROD0000000017183368,aéroport de bergerac-roumanière,"POLYGON ((0.5111910886429619 44.82709779018784, 0.514334060504057 44.82792581684047, 0.51421142935325 44.826320592749624, 0.5325698206270774 44.82511001538086, 0.5359835718073209 44.82377980935152, 0.5359375209177584 44.8226077924322, 0.5352069250288098 44.822701452326456, 0.5346458888188836 44.82164229464718, 0.526329238634704 44.822076846966254, 0.5220985840954263 44.82235442762595, 0.522184382278187 44.820868274088966, 0.5219081864084839 44.82090353866291, 0.52157439050447 44.82089608005102, 0.5205007945397311 44.82078921313317, 0.5200286197426597 44.8208200915536, 0.5181449275460713 44.8212598676621, 0.5174379850035818 44.82136204700194, 0.5153105659162959 44.82147384406955, 0.514905645562907 44.82158637620992, 0.5144952692766611 44.82182219037783, 0.5137637914085106 44.82222105159698, 0.5132208533713684 44.82230616302771, 0.5081010956540402 44.82199578581596, 0.5071072803728522 44.822059026424675, 0.5069334661833533 44.82306668958374, 0.5060176391944569 44.82311185681418, 0.5058274969701118 44.82465781580951, 0.5029041161196304 44.82481903511469, 0.5026473263178007 44.82544199601595, 0.5046347591028327 44.82572182850947, 0.5048200158181996 44.82593948014672, 0.5053105238704406 44.826095538283305, 0.5056140007972368 44.82610236337624, 0.5062268389413752 44.8267818169275, 0.5108179399921132 44.82649220345401, 0.5111910886429619 44.82709779018784))"
20,BDCAEROD0000000017183369,aérodrome de libourne-les-artigues-de-lussac,"POLYGON ((-0.141372008994243 44.97877896476605, -0.1426547665892296 44.97939870630623, -0.1413201536293285 44.982766819437344, -0.1419906250608729 44.98299477435933, -0.1415409716919585 44.98371572980038, -0.1431913161182452 44.98434490822579, -0.1352488328931654 44.989688160290854, -0.1333438034609886 44.989047114207814, -0.1327651453690379 44.98973472101491, -0.1335535854954535 44.99005041480934, -0.1307632433234172 44.99147160790705, -0.1299758045670852 44.99117388751748, -0.1298194196890293 44.990511489235814, -0.1271668721979548 44.99160522393561, -0.126746682750651 44.99099349107168, -0.130746438905166 44.9882408073712, -0.1315371002020528 44.98861952749661, -0.1334782495535397 44.9863436879619, -0.1343375556964801 44.98370633885987, -0.1355992284850018 44.98385819580029, -0.1368661521075266 44.98181395565277, -0.1360043705324541 44.98127508706605, -0.1367272635248027 44.98042209952434, -0.1376645917513901 44.980949819747224, -0.1390724019225034 44.98010812449077, -0.1398724912343905 44.980135094774205, -0.1402225248218331 44.980037805387106, -0.1403412773545605 44.979846125594534, -0.140312487837089 44.979468484237806, -0.141372008994243 44.97877896476605))"
21,BDCAEROD0000000017183344,aérodrome de royan-médis,"POLYGON ((-0.973201598339083 45.62773759765084, -0.9781982655500696 45.62910181031766, -0.978601970291437 45.628550159552105, -0.9793868682016935 45.62879647992633, -0.9787852548940504 45.62966980329793, -0.9819867994783441 45.630835887205, -0.9816391238659201 45.63166597277568, -0.9824231610202786 45.63254254159607, -0.9779909589326216 45.63376332738664, -0.9769228511897646 45.63413740966357, -0.9760329854316757 45.63450608138098, -0.9756252600243831 45.63475221274216, -0.97508228282759 45.63511943250686, -0.9744674912361444 45.635578447975305, -0.9683356662303506 45.63348142552825, -0.9705036480881971 45.63154486174804, -0.9640750505191217 45.63006850118304, -0.9643268791040568 45.62935005186595, -0.964570244032743 45.628280269929924, -0.9721617090207967 45.629667738999885, -0.973201598339083 45.62773759765084))"
22,BDCAEROD0000000017183343,aérodrome de vendays-montalivet,"POLYGON ((-1.1181177333596262 45.37803491469029, -1.1229107441491555 45.378056852481464, -1.1226876936115722 45.379396848028506, -1.1226668739714405 45.38028937586265, -1.1117453582250059 45.38015005361399, -1.1117818710280605 45.37887915687821, -1.1181458885886904 45.37910597244488, -1.1181177333596262 45.37803491469029))"
23,BDCAEROD0000000017183342,aérodrome de soulac-sur-mer,"POLYGON ((-1.083628369686848 45.49306137601921, -1.0887735874377806 45.496407608390456, -1.0878533352709228 45.49726437581625, -1.0843704788156554 45.49520107522761, -1.0838563659039262 45.49661197492317, -1.083621458585608 45.49653847431502, -1.0836166902935338 45.49642143052717, -1.0809445185496407 45.493838007671144, -1.080135632591072 45.49422269051503, -1.0789107694052296 45.49283809087627, -1.0800517264892626 45.49224477439251, -1.0791763332248026 45.49153273555076, -1.0804933496701419 45.49047496261357, -1.0836274135312307 45.492909028319886, -1.083628369686848 45.49306137601921))"
24,BDCAEROD0000000017183341,aérodrome de pons-avy,"POLYGON ((-0.5088379941254696 45.56237803844207, -0.5208445348128299 45.56952610633021, -0.5198364098024671 45.570101220449885, -0.518667214001361 45.569554657744696, -0.5166501715240982 45.57095634241966, -0.515782972796243 45.57053730507041, -0.5127940056248546 45.56602211154497, -0.5078281697094706 45.56316942482238, -0.5088379941254696 45.56237803844207))"
25,BDCAEROD0000000017183338,aérodrome de saintes-thénac,"POLYGON ((-0.639863023796731 45.68558541477154, -0.644254507385882 45.68744905940069, -0.6423667048048437 45.69624153211199, -0.6440790882201557 45.7015344001866, -0.6438971366664672 45.70599613090296, -0.6396956811311576 45.70719749747868, -0.6327299068006779 45.71003747224024, -0.6329974041622449 45.71166045013328, -0.6317087976908907 45.712297858204266, -0.6269056866986676 45.70543854655061, -0.6288106758791077 45.704784936745725, -0.6289918894211324 45.7024299521591, -0.6287395393232947 45.701329316343525, -0.6274566288556157 45.698266102406855, -0.6275539906047444 45.697201074274425, -0.639863023796731 45.68558541477154))"
26,BDCAEROD0000000017183337,aérodrome de montendre-marcillac,"POLYGON ((-0.4503077200262377 45.270087139569846, -0.4559944887581695 45.270854178287166, -0.4558420627631518 45.27187465251005, -0.4568720130500777 45.271831082432996, -0.456254328115915 45.27524897640807, -0.457267073958112 45.27535915718542, -0.4570299043757075 45.276741873324575, -0.4557277114629069 45.27694617898251, -0.4547958623492768 45.277194001546924, -0.4535077077547495 45.27667771143732, -0.4542776706759492 45.276001379434156, -0.4511079034020117 45.27179561969476, -0.4501394777122468 45.27180208680212, -0.4502374020393482 45.27097167648764, -0.4511071809216151 45.27102143070886, -0.4503077200262377 45.270087139569846))"
27,BDCAEROD0000000017183334,aérodrome d'ussel-thalamy,"POLYGON ((2.432190306763438 45.52700151454945, 2.431218283042685 45.52709204956354, 2.4302964821064723 45.52728188517821, 2.4293111463804227 45.527669499120854, 2.4275063135943173 45.52739196882149, 2.4264820644340963 45.52720394417636, 2.4254068112964133 45.527240772770675, 2.423629222673447 45.52767380919845, 2.4217736997581953 45.52820637142432, 2.419739580797062 45.52915220839114, 2.417284982680099 45.53060280745417, 2.415864889648588 45.5315031317765, 2.416173250085676 45.53190815648336, 2.4151620150406092 45.532304517839485, 2.4145003647724583 45.534904404191835, 2.4146428281186956 45.53621806928448, 2.412800126703871 45.53695676617097, 2.411724600129906 45.53651710101685, 2.4099439926342954 45.53526778081365, 2.4089845909168512 45.53596062274736, 2.4102267349390325 45.53663441750801, 2.410394577726691 45.53747996389124, 2.4111886556115842 45.53811897789954, 2.4122510132271366 45.53750589918616, 2.415019479430676 45.53962750763098, 2.417271340609656 45.5387351107471, 2.417744274962789 45.5387258560422, 2.4248621685858773 45.538630142696434, 2.425860497194225 45.53849477112585, 2.426551377517238 45.538350618064676, 2.427652138030831 45.538097788523054, 2.4288671523514767 45.537574480149374, 2.4297108964588983 45.537142025911024, 2.430504013580509 45.53664717470597, 2.4314251909002365 45.53590803164945, 2.4321791176145022 45.535232871680115, 2.437823153922475 45.52791412852661, 2.4335215002470023 45.52711719484391, 2.432190306763438 45.52700151454945))"
28,BDCAEROD0000000017183335,aérodrome d'égletons,"POLYGON ((2.065594593501172 45.418844712881416, 2.0654002651315637 45.41937530025382, 2.062080495264955 45.418935139931314, 2.0629677557515955 45.42038609240763, 2.069815881688097 45.42195958999431, 2.0732146079091858 45.42274056834779, 2.074267749150068 45.42154617505067, 2.0721522419744507 45.41988704259324, 2.072116908620325 45.41985883410239, 2.065594593501172 45.418844712881416))"
29,BDCAEROD0000000017183295,aérodrome de saint-pierre-d'oléron,"POLYGON ((-1.308283284996162 45.95428346141674, -1.3078482308585881 45.954919593829146, -1.3083849474881235 45.954838726216984, -1.308075335463098 45.955227487192424, -1.309435245251967 45.9558673857077, -1.309762069154538 45.95632569042744, -1.3117118101479606 45.956505695235386, -1.312411265644611 45.95596047135044, -1.3139848518774988 45.95592751551747, -1.3151271329148566 45.95621491413661, -1.315577091184888 45.95598400991581, -1.3164327561519868 45.956046049823264, -1.3176488586375896 45.95666428718711, -1.3178215275439245 45.95654135790678, -1.3193665033677904 45.957428396685806, -1.319365818447553 45.95896786653653, -1.3204135786334712 45.95938418097021, -1.3201527106815905 45.95991541004695, -1.3193293050705428 45.95977099813817, -1.318917284210119 45.96056772629162, -1.3178115314933474 45.96122499813652, -1.3164513428226912 45.96038679738313, -1.3158084579702545 45.9600379679152, -1.3150145204791115 45.95975802657972, -1.314320829621154 45.95961855038584, -1.3132551686460636 45.95951760519895, -1.3117882997375387 45.95941210509358, -1.3116533659197003 45.96008280447139, -1.3102675251163869 45.95983982183539, -1.3105433740726422 45.95931706658654, -1.3099012691658758 45.95917559797089, -1.3099651902174687 45.95898467856567, -1.309493696255407 45.958891718416076, -1.3093409364986264 45.959104059002186, -1.3086946120781515 45.95890863442059, -1.3076764254052022 45.95835671561519, -1.3073852752925526 45.95921282254781, -1.3060352187209257 45.958914316888134, -1.3059929645027697 45.959068335363824, -1.305038387131813 45.95888282165297, -1.303932393342603 45.959918731550225, -1.3034494157626821 45.95984421991753, -1.3056376702333594 45.954891944508255, -1.308283284996162 45.95428346141674))"
30,BDCAEROD0000000017183293,aérodrome de marennes,"POLYGON ((-1.0816733461235062 45.82163454054448, -1.074903286251081 45.8266356557373, -1.07402156349001 45.825978599503344, -1.0806947143219858 45.821009896264684, -1.0816733461235062 45.82163454054448))"
31,BDCAEROD0000000017183292,aérodrome de saint-jean-d'angély-saint-denis-du-pin,"POLYGON ((-0.5196104760020815 45.963127235661986, -0.519504939326525 45.964326660108114, -0.5264659747471233 45.96411443849957, -0.526825620671616 45.964825244115985, -0.5311202589009908 45.96548092731934, -0.529223343715925 45.96746548122609, -0.5273121011735453 45.96624419482447, -0.5272577701734573 45.96567891293308, -0.5181737187358272 45.96503598602465, -0.5179010962994122 45.96327864463523, -0.5196104760020815 45.963127235661986))"
32,BDCAEROD0000000017183291,aérodrome de saint-junien,"POLYGON ((0.9145664160483775 45.900595738344656, 0.9137070760833778 45.9014491646398, 0.9217894096977255 45.90387253220717, 0.9222192529185471 45.904723584216995, 0.9252065846462796 45.90331192679578, 0.9213361109300509 45.90248056432261, 0.9205434259402505 45.90221916912372, 0.920008302982027 45.90149228607145, 0.9175519147560351 45.90076876732012, 0.9159495223594306 45.90093742213352, 0.9145664160483775 45.900595738344656))"
33,BDCAEROD0000000017183290,aéroport de limoges-bellegarde,"POLYGON ((1.1876704111709344 45.872759201817324, 1.1895385457158236 45.87186499456558, 1.1928009108708155 45.875443557923944, 1.19421432083751 45.87500767781392, 1.1907712462842464 45.8714722007945, 1.1921908951007196 45.87068606398212, 1.1827679186055124 45.86066563678996, 1.1831367630454028 45.859643834649056, 1.1826172863427253 45.8592508687324, 1.183007434692859 45.85903015912729, 1.1773418320831994 45.852898603253436, 1.1737786746838597 45.85216911773062, 1.171008757464801 45.85037688725477, 1.16997177762858 45.85070777766678, 1.1703247494516906 45.85347334240913, 1.172137476126707 45.8548240595605, 1.1703689271555966 45.855678153031484, 1.1741255217919992 45.859487772252606, 1.1727427691256842 45.86032832211669, 1.176241005510526 45.864206645046956, 1.1779015957065018 45.86362093538428, 1.1781213069039782 45.864190137449015, 1.1794815158672298 45.86379862325626, 1.185096601185776 45.86993914833764, 1.1854735435525816 45.86980829003399, 1.1864155041418958 45.870924101578126, 1.1859581531487775 45.87122571190966, 1.1876704111709344 45.872759201817324))"
34,BDCAEROD0000000017183294,aéroport de la rochelle-île de ré,"POLYGON ((-1.192295000285444 46.171565894051724, -1.1947985685510696 46.172190331846444, -1.194129966975478 46.174291775458194, -1.1950010369471857 46.17532728050789, -1.1961299670379117 46.17494921494965, -1.1981408534483031 46.17756123250777, -1.218664437087091 46.1781695529806, -1.217838400522095 46.179817111192676, -1.2166804610085693 46.181150544063826, -1.1803369308111809 46.18033169467658, -1.1818203774179474 46.17658441846246, -1.1850482467060348 46.17679915672082, -1.1879919340175593 46.17540112922011, -1.192295000285444 46.171565894051724))"
